Num,Num_Back,Num_SQ,NUM_BACK_SQ
1332,11121001,10012111,123676663242001,100242366676321
1333,11121002,20012111,123676685484004,400484586676321
1334,11121011,11012111,123676885662121,121266588676321
1335,11121101,10112111,123678887452201,102254788876321
1336,11130001,10003111,123876922260001,100062229678321
1337,11200001,10000211,125440022400001,100004220044521
1338,11200002,20000211,125440044800004,400008440044521
1339,11200011,11000211,125440246400121,121004642044521
1340,11200012,21000211,125440268800144,441008862044521
1341,11200101,10100211,125442262410201,102014262244521
1342,11200102,20100211,125442284810404,404018482244521
1343,11200111,11100211,125442486412321,123214684244521
1344,11201001,10010211,125462423402001,100204324264521
1345,11201002,20010211,125462445804004,400408544264521
1346,11201011,11010211,125462647422121,121224746264521
1347,11201012,21010211,125462669824144,441428966264521
1348,11201101,10110211,125464663612201,102216366464521
1349,11201111,11110211,125464887634321,123436788464521
1350,11202001,10020211,125484826404001,100404628484521
1351,11202002,20020211,125484848808004,400808848484521
1352,11210001,10001211,125664122420001,100024221466521
1353,11210002,20001211,125664144840004,400048441466521
1354,11210011,11001211,125664346620121,121026643466521
1355,11210101,10101211,125666364430201,102034463666521
1356,11210102,20101211,125666386850404,404058683666521
1357,11210111,11101211,125666588632321,123236885666521
1358,11211001,10011211,125686543422001,100224345686521
1359,11211002,20011211,125686565844004,400448565686521
1360,11211011,11011211,125686767642121,121246767686521
1361,11211101,10111211,125688785632201,102236587886521
1362,11220001,10002211,125888422440001,100044224888521
1363,11220002,20002211,125888444880004,400088444888521
1364,11220011,11002211,125888646840121,121048646888521
1365,11300001,10000311,127690022600001,100006220096721
1366,11300011,11000311,127690248600121,121006842096721
1367,11300101,10100311,127692282610201,102016282296721
1368,12000001,10000021,144000024000001,100000420000441
1369,12000002,20000021,144000048000004,400000840000441
1370,12000011,11000021,144000264000121,121000462000441
1371,12000012,21000021,144000288000144,441000882000441
1372,12000101,10100021,144002424010201,102010424200441
1373,12000102,20100021,144002448010404,404010844200441
1374,12000111,11100021,144002664012321,123210466200441
1375,12000112,21100021,144002688012544,445210886200441
1376,12000201,10200021,144004824040401,104040428400441
1377,12000202,20200021,144004848040804,408040848400441
1378,12001001,10010021,144024025002001,100200520420441
1379,12001002,20010021,144024049004004,400400940420441
1380,12001011,11010021,144024265022121,121220562420441
1381,12001012,21010021,144024289024144,441420982420441
1382,12001101,10110021,144026425212201,102212524620441
1383,12001102,20110021,144026449214404,404412944620441
1384,12001111,11110021,144026665234321,123432566620441
1385,12001112,21110021,144026689236544,445632986620441
1386,12001201,10210021,144028825442401,104244528820441
1387,12001202,20210021,144028849444804,408444948820441
1388,12002001,10020021,144048028004001,100400820840441
1389,12002011,11020021,144048268044121,121440862840441
1390,12010001,10001021,144240124020001,100020421042441
1391,12010002,20001021,144240148040004,400040841042441
1392,12010011,11001021,144240364220121,121022463042441
1393,12010012,21001021,144240388240144,441042883042441
1394,12010101,10101021,144242526030201,102030625242441
1395,12010111,11101021,144242766232321,123232667242441
1396,12010201,10201021,144244928060401,104060829442441
1397,12011001,10011021,144264145022001,100220541462441
1398,12011002,20011021,144264169044004,400440961462441
1399,12011011,11011021,144264385242121,121242583462441
1400,12011101,10111021,144266547232201,102232745662441
1401,12011111,11111021,144266787454321,123454787662441
1402,12011201,10211021,144268949462401,104264949862441
1403,12012001,10021021,144288168024001,100420861882441
1404,12020001,10002021,144480424040001,100040424084441
1405,12020002,20002021,144480448080004,400080844084441
1406,12020011,11002021,144480664440121,121044466084441
1407,12020012,21002021,144480688480144,441084886084441
1408,12020101,10102021,144482828050201,102050828284441
1409,12100001,10000121,146410024200001,100002420014641
1410,12100002,20000121,146410048400004,400004840014641
1411,12100011,11000121,146410266200121,121002662014641
1412,12100101,10100121,146412444210201,102012444214641
1413,12100102,20100121,146412468410404,404014864214641
1414,12100111,11100121,146412686212321,123212686214641
1415,12100201,10200121,146414864240401,104042468414641
1416,12100202,20200121,146414888440804,408044888414641
1417,12101001,10010121,146434225202001,100202522434641
1418,12101002,20010121,146434249404004,400404942434641
1419,12101011,11010121,146434467222121,121222764434641
1420,12101101,10110121,146436645412201,102214546634641
1421,12101102,20110121,146436669614404,404416966634641
1422,12101111,11110121,146436887434321,123434788634641
1423,12102001,10020121,146458428204001,100402824854641
1424,12110001,10001121,146652124220001,100022421256641
1425,12110002,20001121,146652148440004,400044841256641
1426,12110011,11001121,146652366420121,121024663256641
1427,12110101,10101121,146654546230201,102032645456641
1428,12110111,11101121,146654788432321,123234887456641
1429,12110201,10201121,146656968260401,104062869656641
1430,12111001,10011121,146676345222001,100222543676641
1431,12111002,20011121,146676369444004,400444963676641
1432,12111011,11011121,146676587442121,121244785676641
1433,12111101,10111121,146678767432201,102234767876641
1434,12120001,10002121,146894424240001,100042424498641
1435,12120002,20002121,146894448480004,400084844498641
1436,12120011,11002121,146894666640121,121046666498641
1437,12120101,10102121,146896848250201,102052848698641
1438,12200001,10000221,148840024400001,100004420048841
1439,12200002,20000221,148840048800004,400008840048841
1440,12200011,11000221,148840268400121,121004862048841
1441,12200101,10100221,148842464410201,102014464248841
1442,12200102,20100221,148842488810404,404018884248841
1443,12201001,10010221,148864425402001,100204524468841
1444,12201002,20010221,148864449804004,400408944468841
1445,12201011,11010221,148864669422121,121224966468841
1446,12201101,10110221,148866865612201,102216568668841
1447,12202001,10020221,148888828404001,100404828888841
1448,13000001,10000031,169000026000001,100000620000961
1449,13000011,11000031,169000286000121,121000682000961
1450,13000101,10100031,169002626010201,102010626200961
1451,13000111,11100031,169002886012321,123210688200961
1452,13001001,10010031,169026027002001,100200720620961
1453,13001011,11010031,169026287022121,121220782620961
1454,13001101,10110031,169028627212201,102212726820961
1455,13001111,11110031,169028887234321,123432788820961
1456,13010001,10001031,169260126020001,100020621062961
1457,13010011,11001031,169260386220121,121022683062961
1458,13010101,10101031,169262728030201,102030827262961
1459,13010111,11101031,169262988232321,123232889262961
1460,13011001,10011031,169286147022001,100220741682961
1461,13011101,10111031,169288749232201,102232947882961
1462,20000001,10000002,400000040000001,100000040000004
1463,20000002,20000002,400000080000004,400000080000004
1464,20000011,11000002,400000440000121,121000044000004
1465,20000012,21000002,400000480000144,441000084000004
1466,20000021,12000002,400000840000441,144000048000004
1467,20000022,22000002,400000880000484,484000088000004
1468,20000101,10100002,400004040010201,102010040400004
1469,20000102,20100002,400004080010404,404010080400004
1470,20000111,11100002,400004440012321,123210044400004
1471,20000112,21100002,400004480012544,445210084400004
1472,20000121,12100002,400004840014641,146410048400004
1473,20000122,22100002,400004880014884,488410088400004
1474,20000201,10200002,400008040040401,104040040800004
1475,20000202,20200002,400008080040804,408040080800004
1476,20000211,11200002,400008440044521,125440044800004
1477,20000212,21200002,400008480044944,449440084800004
1478,20000221,12200002,400008840048841,148840048800004
1479,20001001,10010002,400040041002001,100200140040004
1480,20001002,20010002,400040081004004,400400180040004
1481,20001011,11010002,400040441022121,121220144040004
1482,20001012,21010002,400040481024144,441420184040004
1483,20001021,12010002,400040841042441,144240148040004
1484,20001022,22010002,400040881044484,484440188040004
1485,20001101,10110002,400044041212201,102212140440004
1486,20001102,20110002,400044081214404,404412180440004
1487,20001111,11110002,400044441234321,123432144440004
1488,20001112,21110002,400044481236544,445632184440004
1489,20001121,12110002,400044841256641,146652148440004
1490,20001122,22110002,400044881258884,488852188440004
1491,20001201,10210002,400048041442401,104244140840004
1492,20001202,20210002,400048081444804,408444180840004
1493,20001211,11210002,400048441466521,125664144840004
1494,20001212,21210002,400048481468944,449864184840004
1495,20002001,10020002,400080044004001,100400440080004
1496,20002002,20020002,400080084008004,400800480080004
1497,20002011,11020002,400080444044121,121440444080004
1498,20002012,21020002,400080484048144,441840484080004
1499,20002021,12020002,400080844084441,144480448080004
1500,20002022,22020002,400080884088484,484880488080004
1501,20002101,10120002,400084044414201,102414440480004
1502,20002102,20120002,400084084418404,404814480480004
1503,20002111,11120002,400084444456321,123654444480004
1504,20002121,12120002,400084844498641,146894448480004
1505,20002201,10220002,400088044844401,104448440880004
1506,20002202,20220002,400088084848804,408848480880004
1507,20002211,11220002,400088444888521,125888444880004
1508,20010001,10001002,400400140020001,100020041004004
1509,20010002,20001002,400400180040004,400040081004004
1510,20010011,11001002,400400540220121,121022045004004
1511,20010012,21001002,400400580240144,441042085004004
1512,20010021,12001002,400400940420441,144024049004004
1513,20010022,22001002,400400980440484,484044089004004
1514,20010101,10101002,400404142030201,102030241404004
1515,20010102,20101002,400404182050404,404050281404004
1516,20010111,11101002,400404542232321,123232245404004
1517,20010112,21101002,400404582252544,445252285404004
1518,20010121,12101002,400404942434641,146434249404004
1519,20010122,22101002,400404982454884,488454289404004
1520,20010201,10201002,400408144060401,104060441804004
1521,20010202,20201002,400408184080804,408080481804004
1522,20010211,11201002,400408544264521,125462445804004
1523,20010212,21201002,400408584284944,449482485804004
1524,20010221,12201002,400408944468841,148864449804004
1525,20011001,10011002,400440161022001,100220161044004
1526,20011011,11011002,400440561242121,121242165044004
1527,20011021,12011002,400440961462441,144264169044004
1528,20011101,10111002,400444163232201,102232361444004
1529,20011111,11111002,400444563454321,123454365444004
1530,20011121,12111002,400444963676641,146676369444004
1531,20011201,10211002,400448165462401,104264561844004
1532,20011211,11211002,400448565686521,125686565844004
1533,20012001,10021002,400480184024001,100420481084004
1534,20012011,11021002,400480584264121,121462485084004
1535,20012101,10121002,400484186434201,102434681484004
1536,20012111,11121002,400484586676321,123676685484004
1537,20012201,10221002,400488188864401,104468881884004
1538,20020001,10002002,400800440040001,100040044008004
1539,20020002,20002002,400800480080004,400080084008004
1540,20020011,11002002,400800840440121,121044048008004
1541,20020012,21002002,400800880480144,441084088008004
1542,20020101,10102002,400804444050201,102050444408004
1543,20020102,20102002,400804484090404,404090484408004
1544,20020111,11102002,400804844452321,123254448408004
1545,20020112,21102002,400804884492544,445294488408004
1546,20020201,10202002,400808448080401,104080844808004
1547,20020211,11202002,400808848484521,125484848808004
1548,20021001,10012002,400840481042001,100240184048004
1549,20021011,11012002,400840881462121,121264188048004
1550,20021101,10112002,400844485252201,102252584448004
1551,20021111,11112002,400844885674321,123476588448004
1552,20021201,10212002,400848489482401,104284984848004
1553,20100001,10000102,404010040200001,100002040010404
1554,20100002,20000102,404010080400004,400004080010404
1555,20100011,11000102,404010442200121,121002244010404
1556,20100012,21000102,404010482400144,441004284010404
1557,20100021,12000102,404010844200441,144002448010404
1558,20100022,22000102,404010884400484,484004488010404
1559,20100101,10100102,404014060210201,102012060410404
1560,20100111,11100102,404014462212321,123212264410404
1561,20100121,12100102,404014864214641,146412468410404
1562,20100201,10200102,404018080240401,104042080810404
1563,20100211,11200102,404018482244521,125442284810404
1564,20100221,12200102,404018884248841,148842488810404
1565,20101001,10010102,404050241202001,100202142050404
1566,20101002,20010102,404050281404004,400404182050404
1567,20101011,11010102,404050643222121,121222346050404
1568,20101012,21010102,404050683424144,441424386050404
1569,20101101,10110102,404054261412201,102214162450404
1570,20101111,11110102,404054663434321,123434366450404
1571,20101201,10210102,404058281642401,104246182850404
1572,20101211,11210102,404058683666521,125666386850404
1573,20102001,10020102,404090444204001,100402444090404
1574,20102002,20020102,404090484408004,400804484090404
1575,20102011,11020102,404090846244121,121442648090404
1576,20102012,21020102,404090886448144,441844688090404
1577,20102101,10120102,404094464614201,102416464490404
1578,20102111,11120102,404094866656321,123656668490404
1579,20110001,10001102,404412140220001,100022041214404
1580,20110002,20001102,404412180440004,400044081214404
1581,20110011,11001102,404412542420121,121024245214404
1582,20110012,21001102,404412582640144,441046285214404
1583,20110021,12001102,404412944620441,144026449214404
1584,20110022,22001102,404412984840484,484048489214404
1585,20110101,10101102,404416162230201,102032261614404
1586,20110111,11101102,404416564432321,123234465614404
1587,20110121,12101102,404416966634641,146436669614404
1588,20111001,10011102,404452361222001,100222163254404
1589,20111011,11011102,404452763442121,121244367254404
1590,20111101,10111102,404456383432201,102234383654404
1591,20111111,11111102,404456785654321,123456587654404
1592,20112001,10021102,404492584224001,100422485294404
1593,20112011,11021102,404492986464121,121464689294404
1594,20120001,10002102,404814440240001,100042044418404
1595,20120002,20002102,404814480480004,400084084418404
1596,20120011,11002102,404814842640121,121046248418404
1597,20120012,21002102,404814882880144,441088288418404
1598,20120101,10102102,404818464250201,102052464818404
1599,20120111,11102102,404818866652321,123256668818404
1600,20121001,10012102,404854681242001,100242186458404
1601,20200001,10000202,408040040400001,100004040040804
1602,20200002,20000202,408040080800004,400008080040804
1603,20200011,11000202,408040444400121,121004444040804
1604,20200012,21000202,408040484800144,441008484040804
1605,20200021,12000202,408040848400441,144004848040804
1606,20200022,22000202,408040888800484,484008888040804
1607,20200101,10100202,408044080410201,102014080440804
1608,20200111,11100202,408044484412321,123214484440804
1609,20200121,12100202,408044888414641,146414888440804
1610,20201001,10010202,408080441402001,100204144080804
1611,20201002,20010202,408080481804004,400408184080804
1612,20201011,11010202,408080845422121,121224548080804
1613,20201012,21010202,408080885824144,441428588080804
1614,20201101,10110202,408084481612201,102216184480804
1615,20201111,11110202,408084885634321,123436588480804
1616,20210001,10001202,408444140420001,100024041444804
1617,20210002,20001202,408444180840004,400048081444804
1618,20210011,11001202,408444544620121,121026445444804
1619,20210021,12001202,408444948820441,144028849444804
1620,20210101,10101202,408448182430201,102034281844804
1621,20210111,11101202,408448586632321,123236685844804
1622,20211001,10011202,408484561422001,100224165484804
1623,20211011,11011202,408484965642121,121246569484804
1624,20220001,10002202,408848440440001,100044044848804
1625,20220002,20002202,408848480880004,400088084848804
1626,20220011,11002202,408848844840121,121048448848804
1627,20221001,10012202,408888881442001,100244188888804
1628,21000001,10000012,441000042000001,100000240000144
1629,21000002,20000012,441000084000004,400000480000144
1630,21000011,11000012,441000462000121,121000264000144
1631,21000021,12000012,441000882000441,144000288000144
1632,21000101,10100012,441004242010201,102010242400144
1633,21000102,20100012,441004284010404,404010482400144
1634,21000111,11100012,441004662012321,123210266400144
1635,21000201,10200012,441008442040401,104040244800144
1636,21000202,20200012,441008484040804,408040484800144
1637,21000211,11200012,441008862044521,125440268800144
1638,21001001,10010012,441042043002001,100200340240144
1639,21001002,20010012,441042085004004,400400580240144
1640,21001011,11010012,441042463022121,121220364240144
1641,21001021,12010012,441042883042441,144240388240144
1642,21001101,10110012,441046243212201,102212342640144
1643,21001102,20110012,441046285214404,404412582640144
1644,21001111,11110012,441046663234321,123432366640144
1645,21002001,10020012,441084046004001,100400640480144
1646,21002002,20020012,441084088008004,400800880480144
1647,21002011,11020012,441084466044121,121440664480144
1648,21002021,12020012,441084886084441,144480688480144
1649,21002101,10120012,441088246414201,102414642880144
1650,21002102,20120012,441088288418404,404814882880144
1651,21002111,11120012,441088666456321,123654666880144
1652,21010001,10001012,441420142020001,100020241024144
1653,21010002,20001012,441420184040004,400040481024144
1654,21010011,11001012,441420562220121,121022265024144
1655,21010021,12001012,441420982420441,144024289024144
1656,21010101,10101012,441424344030201,102030443424144
1657,21010102,20101012,441424386050404,404050683424144
1658,21010111,11101012,441424764232321,123232467424144
1659,21010201,10201012,441428546060401,104060645824144
1660,21010202,20201012,441428588080804,408080885824144
1661,21010211,11201012,441428966264521,125462669824144
1662,21011001,10011012,441462163022001,100220361264144
1663,21011011,11011012,441462583242121,121242385264144
1664,21011101,10111012,441466365232201,102232563664144
1665,21011111,11111012,441466785454321,123454587664144
1666,21020001,10002012,441840442040001,100040244048144
1667,21020002,20002012,441840484080004,400080484048144
1668,21020011,11002012,441840862440121,121044268048144
1669,21020101,10102012,441844646050201,102050646448144
1670,21020102,20102012,441844688090404,404090886448144
1671,21021001,10012012,441882483042001,100240384288144
1672,21021101,10112012,441886687252201,102252786688144
1673,21100001,10000112,445210042200001,100002240012544
1674,21100002,20000112,445210084400004,400004480012544
1675,21100011,11000112,445210464200121,121002464012544
1676,21100021,12000112,445210886200441,144002688012544
1677,21100101,10100112,445214262210201,102012262412544
1678,21100111,11100112,445214684212321,123212486412544
1679,21100201,10200112,445218482240401,104042284812544
1680,21101001,10010112,445252243202001,100202342252544
1681,21101002,20010112,445252285404004,400404582252544
1682,21101011,11010112,445252665222121,121222566252544
1683,21101101,10110112,445256463412201,102214364652544
1684,21101111,11110112,445256885434321,123434588652544
1685,21102001,10020112,445294446204001,100402644492544
1686,21102002,20020112,445294488408004,400804884492544
1687,21102011,11020112,445294868244121,121442868492544
1688,21102101,10120112,445298666614201,102416666892544
1689,21110001,10001112,445632142220001,100022241236544
1690,21110002,20001112,445632184440004,400044481236544
1691,21110011,11001112,445632564420121,121024465236544
1692,21110021,12001112,445632986620441,144026689236544
1693,21110101,10101112,445636364230201,102032463636544
1694,21110111,11101112,445636786432321,123234687636544
1695,21111001,10011112,445674363222001,100222363476544
1696,21111011,11011112,445674785442121,121244587476544
1697,21111101,10111112,445678585432201,102234585876544
1698,21200001,10000212,449440042400001,100004240044944
1699,21200002,20000212,449440084800004,400008480044944
1700,21200011,11000212,449440466400121,121004664044944
1701,21200101,10100212,449444282410201,102014282444944
1702,21201001,10010212,449482443402001,100204344284944
1703,21201002,20010212,449482485804004,400408584284944
1704,21201011,11010212,449482867422121,121224768284944
1705,21201101,10110212,449486683612201,102216386684944
1706,21210001,10001212,449864142420001,100024241468944
1707,21210002,20001212,449864184840004,400048481468944
1708,21210011,11001212,449864566620121,121026665468944
1709,21210101,10101212,449868384430201,102034483868944
1710,22000001,10000022,484000044000001,100000440000484
1711,22000002,20000022,484000088000004,400000880000484
1712,22000011,11000022,484000484000121,121000484000484
1713,22000101,10100022,484004444010201,102010444400484
1714,22000102,20100022,484004488010404,404010884400484
1715,22000111,11100022,484004884012321,123210488400484
1716,22000201,10200022,484008844040401,104040448800484
1717,22000202,20200022,484008888040804,408040888800484
1718,22001001,10010022,484044045002001,100200540440484
1719,22001002,20010022,484044089004004,400400980440484
1720,22001011,11010022,484044485022121,121220584440484
1721,22001101,10110022,484048445212201,102212544840484
1722,22001102,20110022,484048489214404,404412984840484
1723,22001111,11110022,484048885234321,123432588840484
1724,22002001,10020022,484088048004001,100400840880484
1725,22002011,11020022,484088488044121,121440884880484
1726,22010001,10001022,484440144020001,100020441044484
1727,22010002,20001022,484440188040004,400040881044484
1728,22010011,11001022,484440584220121,121022485044484
1729,22010101,10101022,484444546030201,102030645444484
1730,22010111,11101022,484444986232321,123232689444484
1731,22010201,10201022,484448948060401,104060849844484
1732,22011001,10011022,484484165022001,100220561484484
1733,22011101,10111022,484488567232201,102232765884484
1734,22020001,10002022,484880444040001,100040444088484
1735,22020002,20002022,484880488080004,400080884088484
1736,22020011,11002022,484880884440121,121044488088484
1737,22020101,10102022,484884848050201,102050848488484
1738,22100001,10000122,488410044200001,100002440014884
1739,22100002,20000122,488410088400004,400004880014884
1740,22100011,11000122,488410486200121,121002684014884
1741,22100101,10100122,488414464210201,102012464414884
1742,22100201,10200122,488418884240401,104042488814884
1743,22101001,10010122,488454245202001,100202542454884
1744,22101002,20010122,488454289404004,400404982454884
1745,22101011,11010122,488454687222121,121222786454884
1746,22101101,10110122,488458665412201,102214566854884
1747,22102001,10020122,488498448204001,100402844894884
1748,22110001,10001122,488852144220001,100022441258884
1749,22110002,20001122,488852188440004,400044881258884
1750,22110011,11001122,488852586420121,121024685258884
1751,22110101,10101122,488856566230201,102032665658884
1752,22111001,10011122,488896365222001,100222563698884
1753,30000001,10000003,900000060000001,100000060000009
1754,30000011,11000003,900000660000121,121000066000009
1755,30000101,10100003,900006060010201,102010060600009
1756,30000111,11100003,900006660012321,123210066600009
1757,30001001,10010003,900060061002001,100200160060009
1758,30001011,11010003,900060661022121,121220166060009
1759,30001101,10110003,900066061212201,102212160660009
1760,30001111,11110003,900066661234321,123432166660009
1761,30010001,10001003,900600160020001,100020061006009
1762,30010011,11001003,900600760220121,121022067006009
1763,30010101,10101003,900606162030201,102030261606009
1764,30010111,11101003,900606762232321,123232267606009
1765,30011001,10011003,900660181022001,100220181066009
1766,30011011,11011003,900660781242121,121242187066009
1767,30011101,10111003,900666183232201,102232381666009
1768,30011111,11111003,900666783454321,123454387666009
1769,30100001,10000103,906010060200001,100002060010609
1770,30100011,11000103,906010662200121,121002266010609
1771,30100101,10100103,906016080210201,102012080610609
1772,30100111,11100103,906016682212321,123212286610609
1773,30101001,10010103,906070261202001,100202162070609
1774,30101011,11010103,906070863222121,121222368070609
1775,30101101,10110103,906076281412201,102214182670609
1776,30101111,11110103,906076883434321,123434388670609
1777,30110001,10001103,906612160220001,100022061216609
1778,30110011,11001103,906612762420121,121024267216609
1779,30110101,10101103,906618182230201,102032281816609
1780,30110111,11101103,906618784432321,123234487816609
1781,30111001,10011103,906672381222001,100222183276609
1782,30111011,11011103,906672983442121,121244389276609
1783,31000001,10000013,961000062000001,100000260000169
1784,31000011,11000013,961000682000121,121000286000169
1785,31000101,10100013,961006262010201,102010262600169
1786,31000111,11100013,961006882012321,123210288600169
1787,31001001,10010013,961062063002001,100200360260169
1788,31001011,11010013,961062683022121,121220386260169
1789,31001101,10110013,961068263212201,102212362860169
1790,31001111,11110013,961068883234321,123432388860169
1791,31010001,10001013,961620162020001,100020261026169
1792,31010011,11001013,961620782220121,121022287026169
1793,31010101,10101013,961626364030201,102030463626169
1794,31010111,11101013,961626984232321,123232489626169
1795,31011001,10011013,961682183022001,100220381286169
1796,31011101,10111013,961688385232201,102232583886169
1797,31100001,10000113,967210062200001,100002260012769
1798,31100011,11000113,967210684200121,121002486012769
1799,31100101,10100113,967216282210201,102012282612769
1800,31101001,10010113,967272263202001,100202362272769
1801,31101011,11010113,967272885222121,121222588272769
1802,31101101,10110113,967278483412201,102214384872769
1803,31110001,10001113,967832162220001,100022261238769
1804,31110011,11001113,967832784420121,121024487238769
1805,31110101,10101113,967838384230201,102032483838769
1806,31111001,10011113,967894383222001,100222383498769

The Code Book - Simon Seingh
